Subject;TextBody;Complaint
13424618 - Co-Op Mashed Potato 650g - 600372;Hallo Melissa, WHEN there are incidents, than they have to be reported. But there were no incidents reported, so we can assumer no incidents happened during this production.;True
Updated Documents Required - Agristo NAZARETH;Dear Agristo NAZARETH, We would like to request the current version of the following certification in our system. Our system shows that your HALAL Certification Expiration Date has expired. Please email updated certification to QualityAssuranceStaff@kbseafoodco.com.au Appreciate your assistance, KB Seafood Co. Quality Assurance Team KB SEAFOOD COMPANY 23 Catalano Road, Canning Vale WA 6155 P +61 8 9455 8500 | E QualityAssuranceStaff@kbseafoodco.com.au | W www.kbseafoodco.com.au __________________________________________________________________________ Form ID: 746 Division: KB Seafood Co Org. Area: Whole Division Please do not reply to this email DISCLAIMER: This message contains privileged and confidential information. If you are not the intended recipient you must not disseminate, copy or take any action in reliance on it, and we request that you notify KB Seafood Co immediately on +61 (8) 9455 8500 or by e-mail to info@kbseafoodco.com.au Any views expressed in this message are those of the individual sender. KB Seafood Co does not represent that this message or any attached files are free from computer viruses.;True
Bidfood Product Quality Complaint Letter ref 11899324;Thank you for your email to the Bidfood Customer Care team. We will deal with this shortly and if you have any urgent queries or questions, then please do not hesitate to call us. 0370 3663 100;True
[Request for confirmation] Claim Report 396986　[597:Agristo(ヘ゛ルキ゛ー)];Dear Hiroki san, By means of this e-mail I can inform you that we have finished our investigation. I explained the situation and added our feedback to your questions in the document enclosed. Should you have any further question, please do not hesitate to contact me. Once again, we would like to apologize for this incident.;True
CMPL0047441 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg;Dear, Complaint 00028258 was escalated and moved to URGENT priority. Below you can find relevant information of the complaint. A meeting request will be sent out shortly by Sandrine Van Bockstael if necessary. Reason for Escalation: Local Authorities Involved Overview Complaint: - Company name: COLRUYT- Reason for complaint: Foreign body-- Details for complaint: Conveyor-- Customer description: Kroketten zien blauw- Responsible party: Nazareth (P013) - AN1 Link to complaint: 00028258;True
Bidfood Product Quality Complaint Letter ref 11899324;Dear Sir / Madam Please find the attached letter;True
Updated Documents Required - Agristo WIELSBEKE;Dear Agristo WIELSBEKE, We would like to request the current version of the following certification in our system. Our system shows that your HALAL Certification Expiration Date has expired. Please email updated certification to QualityAssuranceStaff@kbseafoodco.com.au Appreciate your assistance, KB Seafood Co. Quality Assurance Team KB SEAFOOD COMPANY 23 Catalano Road, Canning Vale WA 6155 P +61 8 9455 8500 | E QualityAssuranceStaff@kbseafoodco.com.au | W www.kbseafoodco.com.au __________________________________________________________________________ Form ID: 748 Division: KB Seafood Co Org. Area: Whole Division Please do not reply to this email DISCLAIMER: This message contains privileged and confidential information. If you are not the intended recipient you must not disseminate, copy or take any action in reliance on it, and we request that you notify KB Seafood Co immediately on +61 (8) 9455 8500 or by e-mail to info@kbseafoodco.com.au Any views expressed in this message are those of the individual sender. KB Seafood Co does not represent that this message or any attached files are free from computer viruses.;True
Bidfood Product Quality Complaint Letter ref 11899324;dear Customer care team, We have received your complaint and logged it as ref 28872. Please find attached our closing response. We thank you for bringing this to our attention,;True
Updated Documents Required - Agristo HARELBEKE;Dear Agristo HARELBEKE, We would like to request the current version of the following certification in our system. Our system shows that your HALAL Certification Expiration Date has expired. Please email updated certification to QualityAssuranceStaff@kbseafoodco.com.au Appreciate your assistance, KB Seafood Co. Quality Assurance Team KB SEAFOOD COMPANY 23 Catalano Road, Canning Vale WA 6155 P +61 8 9455 8500 | E QualityAssuranceStaff@kbseafoodco.com.au | W www.kbseafoodco.com.au __________________________________________________________________________ Form ID: 745 Division: KB Seafood Co Org. Area: Whole Division Please do not reply to this email DISCLAIMER: This message contains privileged and confidential information. If you are not the intended recipient you must not disseminate, copy or take any action in reliance on it, and we request that you notify KB Seafood Co immediately on +61 (8) 9455 8500 or by e-mail to info@kbseafoodco.com.au Any views expressed in this message are those of the individual sender. KB Seafood Co does not represent that this message or any attached files are free from computer viruses.;True
600538 - Eden Farms Complaint on Farmer Jacks Crinkle Cut Chips 750g;Hello, We have received a new complaint, please see the below details: Fullers Reference 600358 Customer Reference N/A Product Farmer Jacks Crinkle Cut Chips 750g Date Code May 2025 Batch Code C03 23 312 Complaint Category Quality Complaint Detail Packaging Issue – Opened case and all bags were open Please start a full investigation into this matter and respond in the usual way. We require your report in 5 days.;True
Updated Documents Required - Agristo TILBURG;Dear Agristo TILBURG, We would like to request the current version of the following certification in our system. Our system shows that your HALAL Certification Expiration Date has expired. Please email updated certification to QualityAssuranceStaff@kbseafoodco.com.au Appreciate your assistance, KB Seafood Co. Quality Assurance Team KB SEAFOOD COMPANY 23 Catalano Road, Canning Vale WA 6155 P +61 8 9455 8500 | E QualityAssuranceStaff@kbseafoodco.com.au | W www.kbseafoodco.com.au __________________________________________________________________________ Form ID: 747 Division: KB Seafood Co Org. Area: Whole Division Please do not reply to this email DISCLAIMER: This message contains privileged and confidential information. If you are not the intended recipient you must not disseminate, copy or take any action in reliance on it, and we request that you notify KB Seafood Co immediately on +61 (8) 9455 8500 or by e-mail to info@kbseafoodco.com.au Any views expressed in this message are those of the individual sender. KB Seafood Co does not represent that this message or any attached files are free from computer viruses.;True
EMART TR - customer complaint about foreign material from Hashbrown;Hi Eveline, Can you try again with attached file?;True
Your Sainsbury's Product Related Customer Complaints - Daily Email 30.05.2024;"Dear Supplier, These are all the customer complaints for your product that we received in store, were logged via our Careline or were allocated to you by our Oscar Trading Team yesterday 30.05.2024. These complaints may be in a status of approved (approved for charging), rejected (rejected from charging) or pending review (awaiting review by the Oscar Trading Team). This report should be used as an ‘early warning’ of any issues relating to your products. This report may not list all the complaints for your products or all those that you will be charged for at the end of the period. This is because cases are still being checked by the system at the time that the report is generated and these cases, once checked and assigned, will report either in the next weekly report, or the period end report. The period end report will be the full and final list of all trading cases generated and allocated to your supplier number for this financial period. ***Please note, upon opening the attachment you may be presented with a popup stating that the file is corrupt or unsafe. This popup appears as a precaution because this email is generated automatically, however you can trust that the attachment is neither corrupt nor unsafe. To dismiss the popup and open the file, click ‘Yes’ on the popup.*** Please note that this mailbox (Trading.service) is not manned; please do not respond to it. If you have any queries, please contact Oscar.Trading@sainsburys.co.uk, quoting the Trading Case Number as soon as possible after receipt of this email.";True
Country Range Roast Potatoes in Duck Fat;Dear, Further investigation was requested for complaint 00028927. Below you find relevant information of complaint. An investigator needs to be appointed. Overview Complaint: - Company name: THE COUNTRY RANGE GROUP LIMITED- Reason for complaint: Coding bag-- Details for complaint: Wrong code-- Customer description: - Responsible party: Tilburg (P012) - AT1 Request from CX: Kunnen jullie onderzoeken wat er hier misgegaan is? De lotcode van de zak komt niet overeen met de lotcode op de doos. Ook de bedrukking van de zak komt niet overeen met wat er op de spec staat.CX Owner: Felien Van HaudenhuyzeLink to complaint: 00028927 Thanks for taking up this further investigation.;True
Laadafspraak // Agristo // Mondial Foods // 61904 - 450400;Goedemorgen Nino, De prutsers van MSC geeft gisteren einde van de middag pas door, dat de boot vertraagd is en de container niet vrijgesteld kan worden. We zijn in alle macht bezig om te kijken of we iets kunnen doen, maar het ziet er slecht uit. Helaas konden we niet laden om 07.00 uur. Kunnen we deze order verzetten naar laden dinsdag 04/06 om 07.00 uur? Excuus. ​;True
CMPL0047441 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg;Sandrine, Gezien Colruyt aangeeft dat het FAVV betrokken is, moet deze klacht geëscaleerd worden naar Immediate. Mvg Joke;True
credit request;I am currently on annual leave until the 3rd June. For any urgent matters please contact me via my mobile 07884 513474 otherwise I will pick-up on your email at the soonest opportunity or possibly in the evening.;True
Updated Documents Required - Agristo HARELBEKE;"Dear, We did not received yet the renewed certificate. As soon as we receive it we will forward it. KR Michelle Bevernage Technical Sales Officer P +32 496 38 91 92 --------------- Original Message --------------- From: [isuitemailer@kbfoodco.com.au] Sent: 30/05/2024 18:00 To: hanne.verstaen@agristo.com; _qawa@kbfoodco.com.au; _qavic@kbfoodco.com.au; michelle.bevernage@agristo.com; procurement@kbfoodco.com.au; claims@agristo.com Subject: Updated Documents Required - Agristo HARELBEKE Dear Agristo HARELBEKE, We would like to request the current version of the following certification in our system. Our system shows that your HALAL Certification Expiration Date has expired. Please email updated certification to QualityAssuranceStaff@kbseafoodco.com.au Appreciate your assistance, KB Seafood Co. Quality Assurance Team KB SEAFOOD COMPANY 23 Catalano Road, Canning Vale WA 6155 P +61 8 9455 8500 | E QualityAssuranceStaff@kbseafoodco.com.au | W www.kbseafoodco.com.au __________________________________________________________________________ Form ID: 745 Division: KB Seafood Co Org. Area: Whole Division Please do not reply to this email DISCLAIMER: This message contains privileged and confidential information. If you are not the intended recipient you must not disseminate, copy or take any action in reliance on it, and we request that you notify KB Seafood Co immediately on +61 (8) 9455 8500 or by e-mail to info@kbseafoodco.com.au Any views expressed in this message are those of the individual sender. KB Seafood Co does not represent that this message or any attached files are free from computer viruses.";True
Country Range Roast Potatoes in Duck Fat;Good afternoon Felien, We have had a query from one of our members that the individual bags of the above product don’t contain any traceability information/ label etc. (see images) Please can you confirm if you add an inner label to the bags? (like the attached);True
CMPL0047441 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg;"Beste, Wij hebben de eerste klacht met nummer CMPL0046381 ook ontvangen via het Federaal Voedselagentschap. Op basis van foto's en beschrijving van de 2 klachten die wij ontvangen hebben via de consumenten kunnen wij ervan uitgaan dat deze klachten inderdaad gelinkt zijn aan elkaar. Jullie geven mee dat het vermoedelijk gaat over blauwe plastiek uit jullie productie. Is dit harde of zachte plastiek? Kan het scherpe randjes hebben en dus zou er een gevaar kunnen zijn voor de consument? Volgende lotcodes werden meegegeven in de klachten: ""D02240822041"" + ""D0224082 15:33"" Wij vermoeden dat dit lot D0224082 is en het uur van productie betreft, dus 15:33 en 20:41. Klopt dit? Zoja, dan gaat dit niet over een korte tijdspanne maar is het probleem vermoedelijk groter? Op basis van deze info hebben wij de paletten die geleverd werden in onze DC met THT 21-03-2026 geblokkeerd. Deze paletten hebben verschillende leverdata bij ons, nl. 22/05/2024, 27/05/2024 en 30/05/2024. Op welke datum werden de paletten met lot D0224082 geleverd bij ons in DC? Of hebben deze paletten ook allemaal dezelfde lotcode? Actie: op basis van deze klachten zijn wij genoodzaakt om de betrokken THT 21-06-2026 die reeds in ons winkels aanwezig is uit verkoop te nemen. Gelieve ons zo spoedig mogelijk om de hoogte te brengen indien jullie info hebben die het mogelijk maken om de uitverkoopname te beperken. Kunnen jullie ons feedback bezorgen of jullie de paletten die in onze DC geblokkeerd werden retour wensen te nemen? Alvast bedankt voor jullie spoedige reactie. Met vriendelijke groeten - Sincères salutations -";True
Laadafspraak // Agristo // Mondial Foods // 61904 - 450400;"Beste, Ja, prima. Ingeboekt 07:00 04/06. Met vriendelijke groeten, Nino Marinus Lineage Logistics | Rijkevorsel Nino Marinus​​​​ Logistiek Bediende [cid:image537418.png@C41EF49B.9FF584DB] Houtelweg 1 , Rijkevorsel , Belgium onelineage.com The information contained in this message and any accompanying documents is confidential, may be attorney-client privileged, and is intended only for the use of the intended recipient. It is the property of Lineage (""Lineage""). Unauthorized use, disclosure or copying of this message, or any part of it, is strictly prohibited and may be unlawful. If you have received this message in error, please notify the sender immediately by replying to the message and destroying the message and all copies of it, including all attachments. Electronic communication may be susceptible to data corruption, interception and unauthorized tampering and Lineage disclaims all liability of any kind for such actions or any consequences that may arise directly or indirectly there from. #exclaimer#";True
Country Range Roast Potatoes in Duck Fat;Hello Ashleigh Thank you for informing us about the issue reported here below. I have registered internally in our system with reference 28927. Based on the lotcode mentioned on the outer case label I was able to trace back the production date to 14/08/2023. Our packaging process is fully automated and our packaging line operators perform different hourly checks related to the packaging. I refer to an overview of the checks performed during the concerned packaging run. There were no deviations or remarks registered. Plant WorkCenter QualityType Quality Standard Description Quality Specification Value Classification Laatst Ingevuld Laatst Ingevuld Door Material - Key Material Order Agristo nv (Tilburg) AT1 - Line 03 - Case PVA Start operatie 04 Zak: lotcode label (PVA) Zak: lotcode label (PVA) 1 OK 14-08-23 17:32:01 Mohamed Asrihi 312992 BLA HPCD 2,5 1 L90CRA 2117601 Agristo nv (Tilburg) AT1 - Line 03 - Case PVA Start operatie 05 Zak: productie-/THT (PVA) Zak: productie-/THT (PVA) 1 OK 14-08-23 17:32:02 Mohamed Asrihi 312992 BLA HPCD 2,5 1 L90CRA 2117601 Agristo nv (Tilburg) AT1 - Line 03 - Case # Start operatie 06 Zak: controle tekst / layout Zak: controle tekst / layout 1 OK 14-08-23 17:32:04 Mohamed Asrihi 312992 BLA HPCD 2,5 1 L90CRA 2117601 Agristo nv (Tilburg) AT1 - Line 03 - Case # Start operatie 14 Zak: controle EAN-code (scannen of NVT) Zak: controle EAN-code (scannen of NVT) 5023616502053 OK 14-08-23 17:32:58 Mohamed Asrihi 312992 BLA HPCD 2,5 1 L90CRA 2117601 Agristo nv (Tilburg) AT1 - Line 03 - Case PVA Z: Lotcode label (PVA) Zak: lotcode label (PVA) Zak: lotcode label (PVA) 1 OK 14-08-23 18:10:24 AT1 Labo 312992 BLA HPCD 2,5 1 L90CRA 2117601 Agristo nv (Tilburg) AT1 - Line 03 - Case # Z: Controle tekst / layout Zak: controle tekst / layout Zak: controle tekst / layout 1 OK 14-08-23 18:10:26 AT1 Labo 312992 BLA HPCD 2,5 1 L90CRA 2117601 Agristo nv (Tilburg) AT1 - Line 03 - Case # Z: EAN-code controle op juistheid Zak: EAN-code controle op juistheid Zak: EAN-code controle op juistheid 5023616502053 OK 14-08-23 18:10:27 AT1 Labo 312992 BLA HPCD 2,5 1 L90CRA 2117601 I have asked our quality department in Tilburg to perform a further investigation regarding this matter as the bag stamp should indeed be as the one added in attachment. I will get back to you with more information as soon as I receive an update. In the meantime I remain at your disposal in case of questions.;True
credit request;Good morning Sam, Please find included the mails we have sent to Phil and David regarding this claim. This was a claim that was indeed filed with our insurance company in 2021 but it was declined because the goods were destroyed before our insurance company could check them. Phil asked me in april for a proof of destroying to close the issue. Therefore we weren't expecting a request for a creditnote on this issue anymore. Can you check internally please and confirm that we can close this claim as well? Thanks for your help.;True
RE: Request for modification  INVOICE 90607491/PO Y20240325-492741;Dear Team, Please check amount attached INVOICE. We have already contracted special offer for promotional sale 27,216.00EUR, . However, there is mentioned 29,484.00EUR in the INVOICE. PI [cid:image003.jpg@01DAB376.C75C9FE0] [cid:image004.jpg@01DAB376.C75C9FE0] Please check and send us revised INVOICE soon.;True
CMPL0047441 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg;"Geachte, Deze ochtend hebben we een meeting met onze groep kwaliteitsmanager en de plant kwaliteitsmanager over deze claims. Hierbij zullen we de retracering doen van de paletten. Ik stuur u daarna een excel door met de betrokken paletten en SSCC codes en de daarbij horende order- en leveringsdetails. In tussentijd worden de retentiestalen ontdooid van het betrokken bakorder; zodat we deze volledig kunnen ontleden om te zien of we blauwe deeltjes opmerken. Zoals eerder gemeld, heeft onze kwaliteitsmedewerker tijdens de uurlijkse staalafnames op de desbetreffende productiedag geen problemen opgemerkt, en kunnen we niet afleiden wat de oorzaak is en als het over een wijdverspreid probleem gaat. Voor alsnog kunnen we niet bepalen indien het over hard of zacht plastiek gaat. Hiervoor hadden we graag verder onderzoek gedaan. Daarom hadden we graag bekeken of Colruyt of de eindconsument of FAVV deze stukjes in het bezit heeft en indien we deze met een dringende koerier kunnen ophalen. Zou u dit kunnen navragen aub? Bel mij gerust op bij verder vragen op het nummer 0498 60 12 06. Met vriendelijke groeten Sandrine Van Bockstael Technical Sales Officer Agristo nv P +32 56 54 09 44 --------------- Original Message ---------------";True
CMPL0047441 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg;Dear, Complaint 00028258 was escalated and moved to IMMEDIATE priority. Below you can find relevant information of the complaint. A meeting request will be sent out shortly by Sandrine Van Bockstael if necessary. Reason for Escalation: Local Authorities Involved Overview Complaint: - Company name: COLRUYT- Reason for complaint: Foreign body-- Details for complaint: Plastic-- Customer description: Withdrawal -Kroketten zien blauw - FAVV is op de hoogte gebracht door klant- Responsible party: Nazareth (P013) - AN1 Link to complaint: 00028258;True
Klacht inzake BK - DV - Aardappelpartjes - zak 750g (inhoud 2023) -  (Kenmerk: 202405545-06) #ID-QKP2QTQb;Agristo N.V. (Harelbeke) Waterstraat 40 8531 HARELBEKE-HULSTE Belgium Geachte leverancier, Superunie heeft een consumentenmelding ontvangen, betreffende een product dat door u is geleverd. U ontvangt hierbij de originele melding. Codes zijn in de originele melding vermeld. Met behulp van deze codes verzoeken wij u een onderzoek te starten en ontvangen wij graag binnen 48 uur van u een inhoudelijke reactie. U kunt uw reactie sturen naar: service@superunie.nl o.v.v. 202405545-06. Superunie zal deze melding zelf rechtstreeks met de consument afhandelen. Wij verzoeken u dan ook om geen rechtstreeks contact met de consument op te nemen. Wij vertrouwen erop u hiermee voldoende geïnformeerd te hebben en zien uw reactie tegemoet. Met vriendelijke groet, g'woon Consumentenservice g'woon is een merk van C.I.V. SUPERUNIE B.A. Bijlage: 1 originele consumentenmelding met foto + aanvullende informatie #ID-QKP2QTQb;True
Agristo return 19222;Hi Sam, I have checked the references in your email below. The PO 594700 is an order from January this year but I don't see any claims attached to it yet. Your order entry date is at March this year? I am afraid i have not been informed about this yet. Can you have the claim forwarded to me please? Then I will arrange the credit note. Thanks for your help on this one.;True
Complaint, battered spicy jacket potato 750 g;Good morning, We received a complaint from market about the product Crispy seasoned wedges 750 g, in which the consumer states that he found a foreign body in the product (photos attached). Through inspection of the traceability, it was established that the product of the complianed lot was delivered to Frikom in deliveries that were made on March 4th 2024/March 8th 2024/March 22nd 2024/March 25th 2024., supplier Agristo, best before 02.2026. lot number L G 31 24 035. Please give us an explanation about this compliant and information about the corrective measures they will take. Thank you in advance. Srdačan pozdrav;True
Complaint, battered spicy jacket potato 750 g;Dear customer, Thank you for informing us about the below issue. Your complaint was registered in our system as ticket: 00028963. To ensure efficient communication, kindly use this email thread for further correspondence regarding this matter.;True
CMPL0047441 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg;"Geachte, Deze ochtend hebben we een meeting met onze groep kwaliteitsmanager en de plant kwaliteitsmanager over deze claims. Hierbij zullen we de retracering doen van de paletten. Ik stuur u daarna een excel door met de betrokken paletten en SSCC codes en de daarbij horende order- en leveringsdetails. In tussentijd worden de retentiestalen ontdooid van het betrokken bakorder; zodat we deze volledig kunnen ontleden om te zien of we blauwe deeltjes opmerken. Zoals eerder gemeld, heeft onze kwaliteitsmedewerker tijdens de uurlijkse staalafnames op de desbetreffende productiedag geen problemen opgemerkt, en kunnen we niet afleiden wat de oorzaak is en als het over een wijdverspreid probleem gaat. Voor alsnog kunnen we niet bepalen indien het over hard of zacht plastiek gaat. Hiervoor hadden we graag verder onderzoek gedaan. Daarom hadden we graag bekeken of Colruyt of de eindconsument of FAVV deze stukjes in het bezit heeft en indien we deze met een dringende koerier kunnen ophalen. Zou u dit kunnen navragen aub? Bel mij gerust op bij verder vragen op het nummer 0498 60 12 06. Met vriendelijke groeten [image] Sandrine Van Bockstael Technical Sales Officer Agristo nv P +32 56 54 09 44 --------------- Original Message ---------------";True
2491214 Tesco FB Complaint - Hash Browns 750g 600404;Hello, The FB is due to arrive today. Please could you confirm once it is received.;True
credit request;"I'm on annual leave untill Monday 10th June. Please contact; Purchase@fullersfoodsplc.com for supply chain. Chris.buckle@fullersfoods.com for NewCold Alex.scandrett@fullersfoodsplc.com & Amy.Bannister@fullersfoodsplc.com for the Aldi account. Many Thanks. David Taylor.";True
Klacht inzake BK - DV - Pommes Duchesse - zak 750g (inhoud 2022) -  (Kenmerk: 202405575-06) #ID-1bm1JhLb;Agristo N.V. (Harelbeke) Waterstraat 40 8531 HARELBEKE-HULSTE Belgium Geachte leverancier, Superunie heeft een consumentenmelding ontvangen, betreffende een product dat door u is geleverd. U ontvangt hierbij de originele melding. Codes zijn in de originele melding vermeld. Met behulp van deze codes verzoeken wij u een onderzoek te starten en ontvangen wij graag binnen 48 uur van u een inhoudelijke reactie. U kunt uw reactie sturen naar: service@superunie.nl o.v.v. 202405575-06. Superunie zal deze melding zelf rechtstreeks met de consument afhandelen. Wij verzoeken u dan ook om geen rechtstreeks contact met de consument op te nemen. Wij vertrouwen erop u hiermee voldoende geïnformeerd te hebben en zien uw reactie tegemoet. Met vriendelijke groet, g'woon Consumentenservice g'woon is een merk van C.I.V. SUPERUNIE B.A. Bijlage: 1 originele consumentenmelding met foto's #ID-1bm1JhLb;True
FW: Case Crushing on Sobeys Program;[cid:image002.png@01DAB34D.36A64150] Hanne​​​​ Verstaen Technical Sales Officer T +32 56 54 10 60<tel:+32%2056%2054%2010%2060> • M +32 478 56 80 68<tel:+32%20478%2056%2080%2068> Ridder de Ghellinckstraat 9 • 8710 Wielsbeke • Belgium • www.agristo.com<https://eu.content.exclaimer.net?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=8ce39c59790bef1196f5000d3aaa3a50&excomponentid=E_Xg2xpZEE7COvcAHBDP1EjLNrmijgfYCtnikvl0Y9o&excomponenttype=Link&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1> [Crispiest fries in the world]<https://eu.content.exclaimer.net/?url=https%3A%2F%2Fagristo.com%2Fconcepts%2Fride-into-the-sunset-with-the-crispiest-fries-in-the-world%3Futm_source%3Dsignature%26utm_medium%3Demail%26utm_campaign%3Dconcept_crispiestfries&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=8ce39c59790bef1196f5000d3aaa3a50&excomponentid=gJ8uE3GV1bVsiNZBeG-PVzvBdrel79VSQDzjbt1PH7M&excomponenttype=Image&signature=DeI3V8BDwdYC4uE_PS0kuNaCKYkBty7iTgyhrdmpaf6HYAfdvHu3Ilc4fDj_U32zP9_s3B0-1NY8xAD1OOcRsEInZWujl7sZm7HKxbnLUkrmXgAYo8-kfM5hXTohVKpFqgG03C8r08jarV_hOmCXTGQpgEIEhnZmv879Aqgzh-ie1umH2yVN79Zej5cXh6NLo7YRR-jMcWh9fq7PH37RcW3Ccf-T1eJkTlDA0gOLKStRrqQEILjYbqLga7848-SQE2ZBcMAkRlAOkcvSeLS4Fii4jisPOVnD_g6qVjTWgJgpqM6nm--5WIr5Nu8njBEiTiz1XmhYiSBfnzxVg0k_6A&v=1>;True
Object claim in 60's chicken wedge;Dear, Further investigation was finished for complaint 00025621 by Investigator: Ilke Caveye. Link to complaint: 00025621;True
Indemnités logistiques ITM - avril 2024 - 82006 - AGRISTO N-V - 76;"Madame, Monsieur, Nous avons trouvé un accord définissant les principes et les conditions logistiques et techniques qui s’appliquent entre nos deux sociétés. La loi n° 2023-221 du 30 mars 2023 poursuit les objectifs déjà présents dans la loi EGALIM 1 et 2. Cette loi, souvent désignée EGALIM 3, a été publiée au Journal officiel du 31 mars 2023. A ce titre, nous vous prions de trouver les datas indemnités logistiques retard et qualité de avril 2024, joints au présent courrier, lequel fait suite à nos différents échanges. Ce qui a pour objet de lancer la période d’échanges contradictoires en perspectives de trouver un accord sur le montant de réparation du préjudice. Nous vous rappelons que vous disposez d'un délai de 30 jours à compter de la réception de cet avis de pénalités pour en contrôler le bien-fondé et nous transmettre vos remarques. Merci de nous retourner vos analyses contradictoires associées à cette extraction. Au retour de vos remarques, lors d’échanges contradictoires, nous prendrons en compte les éléments justifiés et documentés que vous mentionneriez afin d’obtenir un accord avant établissement d’une facturation. Nous restons à votre disposition pour toute question et pour étudier avec vous des moyens spécifiques afin d'améliorer votre performance logistique pour nos prochaines commandes. Nous vous remercions de bien vouloir adresser vos retours à l'adresse mail : itmlai_negociations_logistiques@mousquetaires.com et à votre négociateur de dossier : - Fatyne BOUFOUS - fatyne.boufous@mousquetaires.com : Frais non laitier (volailles, œuf, traiteur, charcuterie, traiteur de la mer, viandes) - Priscillia LUZOLO - priscillia.luzolo@mousquetaires.com : DPH (Parfumerie, entretien et Hygiène) & Epicerie Salée - Marylise GOBIN - marylise.gobin@mousquetaires.com : Epicerie Sucrée / PPI & Animaux - Chloé MAYALA - chloe.mayala@mousquetaires.com : Vins & Champagnes, BNA, Bière, Alcools & Gel - Faustine BOSIO - faustine.bosio@mousquetaires.com : Frais Laitier - Carine GALLETTE - carine.gallette@mousquetaires.com : Maison/Textile Nous vous prions de croire, Madame, Monsieur, à l’expression de notre considération distinguée. Cordialement, Equipe Négociation / Logistique ITM LAI ----------------------------- Disclaimer ------------------------------ --- Ce message ainsi que les éventuelles pièces jointes constituent une correspondance privée et confidentielle à l'attention exclusive du destinataire désigné ci-dessus. Si vous n'êtes pas le destinataire du présent message ou une personne susceptible de pouvoir le lui délivrer, il vous est signifié que toute divulgation, distribution ou copie, totale ou partielle, sur un quelconque support de cette transmission est strictement interdite. Si vous avez recu ce message par erreur, nous vous remercions d'en informer l'expéditeur par téléphone ou de lui retourner le présent message, puis d'effacer immédiatement ce message de votre systeme. Tout message électronique est susceptible d'altération. Le ""groupement des Mousquetaires"" décline toute responsabilité au titre de ce message s'il a été altéré, déformé ou falsifié.--- --- This e-mail and any attachments is a confidential correspondence intended only for use of the individual or entity named above. If you are not the intended recipient or the agent responsible for delivering the message to the intended recipient, you are hereby notified that any disclosure, distribution or copying, either whole or partial, in any medium of this communication is strictly prohibited. If you have received this communication by mistake, please notify the sender by phone or by replying this message, and then delete this message from your system. E-mails are susceptible of alteration. The ""Mousquetaires' group"" shall not therefore be liable for the message if altered, changed or falsified.--- -----------------------------------------------------------------------";True
FW: Golden green tape chips.;Hello, I have received another 13 complaints regarding the chips so far this week. We also, had a few customers stop buying the green tape and move to the white tape chips. Customers have reported that some of the chips burn quickly while others cook properly. They claim that there have been no changes in the cooking time, oil, or anything else. Following are Quantity amount which we have refunded so far so, look forward Agristo Credit Note of Golden Frites Stay Crips Chips. Qty Item code Description Lot nr 9 CHP100 (GREEN TAPE) 3/8 GOLDEN FRITES STAY CRISP CHIPS 4x2.27kg C01 24 131 09:59/ CO5 24 03504:16;True
FW: Golden green tape chips.;Dear customer, Thank you for informing us about the below issue. Your complaint was registered in our system as ticket: 00028976. To ensure efficient communication, kindly use this email thread for further correspondence regarding this matter.;True
SERIOUS 2503002 Tesco FB Complaint - Spicy Potato Wedges 750g 600413;Hello, Please share your findings on the tested piece and remaining report as soon as possible.;True
2541188 Tesco Quality Complaint - Crinkle Cut Chips 1.5kg 600544;Hello, We have received a new complaint, please see the below details: Fullers Reference 600544 Customer Reference 2541188 Product Tesco Crinkle Cut Chips 1.5kg Date Code - Batch Code - Complaint Category Quality Complaint Detail Brown damage bit on it This is sent for information only. Please add this to your complaint system.;True
