Name;TextBody;Subject;Priority;AGR_Extra_Information_Root_Cause__c;AGR_Type_of_Complaint__c;AGR_Reason_for_Complaint__c;AGR_Root_Cause__c;ParentId;lang;Complaint
1;"Thanks Louise, see the DN attached. @Agristo Invoices<mailto:invoices@agristo.com> [cid:image001.png@01DAB1AB.7813ABD0]<http://www.ardovlm.com/> Julia Melnyk Senior Customer Account Specialist 1675 Blvd.Saint-Regis, Dollard-des-Ormeaux, QC, H9B 3H7 T: (514) 426-4100 Ext. 250 From: Agristo Claims <claims@agristo.com> Sent: Wednesday, May 29, 2024 8:58 AM To: Julia Melnyk <Julia.Melnyk@ardo.com> Cc: sarah.detailleur@agristo.com; Kayla Karabachian <kayla.karabachian@ardo.com> Subject: RE: DEDUCTION 5/28/24 CAUTION: This email originated from outside of the organization. Do not click links or open attachments unless you recognize the sender and know the content is safe. Hi Julia, Thank you for the information. You may send a DN to invoices please.";DEDUCTION 5/28/24;Normal;;Logistics;Damaged support (pallet);No investigation done;500QD00000FJxv8YAD;en;True
1;"Dear Marlies and team, hope all is well! Attached evidence of the most recent claim we received, one carton only but the whole one presented the NC; Would you please check and revert? Also, I will be sending another one in few minutes, a client has shared some pics with me but I almost didn't believe when I saw, based on the process we shouldn't have it, anyways, a separated e-mail will be sent shortly. Regards [cid:image001.png@01DAB1E8.AA5E80A0] Vinicius Gilioli Quality Assurance Dubai | United Arab Emirates www.brf-global.com<http://www.brf-global.com/> ________________________________ ATEN??O: Esta mensagem, incluindo os seus anexos, cont?m informa??es destinadas a indiv?duo e prop?sito espec?ficos, e ? protegida por lei. Caso voc? n?o seja o citado indiv?duo, deve apagar esta mensagem. ? terminantemente proibida a utiliza??o, acesso, c?pia ou divulga??o n?o autorizada das informa??es presentes nesta mensagem. As informa??es contidas nesta mensagem e em seus anexos s?o de responsabilidade de seu autor, n?o representando ideias, opini?es, pensamentos ou qualquer forma de posicionamento por parte da BRF S/A. Conhe?a o Manual de Transpar?ncia da BRF, nosso C?digo de Conduta, dispon?vel em nosso portal corporativo. Nosso Canal Independente de Transpar?ncia para casos de viola??o do Manual de Transpar?ncia ? 0800 450 0000 D?KKAT: Bu e-posta ve i?indekiler sadece g?nderilen ki?iler i?indir ve bu ki?ilerin i? ama?l? kullan?m? i?indir ve kanunlar taraf?ndan korunmaktad?r. E?er bu ileti?ime hatayla dahil olduysan?z veya ilgili ki?i de?ilseniz, l?tfen derhal siliniz. Bu ileti?imde bulunan bilgilerin yetkilendirilmemi? kullan?m?, eri?imi, kopyalanmas? veya if?as? yasakt?r. Mesaj?n i?eri?inin sorumlulu?u yazana aittir ve Banvit A.?. ve/veya BRF S/A'n?n ideallerini, d???ncelerini, fikirlerini veya herhangi bir beyanat?n? temsil etmez. Kurumsal portal?m?zda b?l?m?nde yer alan BRF ?effafl?k K?lavuzumuzu ve ?? Ahlak? Kurallar?m?z? inceleyebilirsiniz. ?? Ahlak? Kurallar?m?z?n her t?rl? ihlalini 0800 621 0202 veya ihbar kanallar?m?za bildirebilirsiniz. Ki?isel verilerin korunmas?na ili?kin beyan?m?za bu linkten ula?abilirsiniz ATTENTION: This e-mail, including attachments thereto, is intended only for the named recipient and for business use of the recipient, and it is protected by law. If you have received this communication in error or are not the intended recipient, please immediately delete it. It's forbidden the unauthorized use, access, copy or disclose of";Claim 02880438 - Sealing issue;Normal;;Packaging;Bad sealing;No remarks during production / Packaging;500QD00000FK4yDYAT;en;True
1;Dear Marlies and team, the claim I mentioned in the previous e-mail Would you please check and revert? The pack was found empty inside, I thought that it couldn't happen due to the check weighers Anyhow, looking forward to hearing from you Regards [cid:image001.png@01DAB1EA.5EB67390] Vinicius Gilioli Quality Assurance Dubai | United Arab Emirates www.brf-global.com<http://www.brf-global.com/> ________________________________ ATEN??O: Esta mensagem, incluindo os seus anexos, cont?m informa??es destinadas a indiv?duo e prop?sito espec?ficos, e ? protegida por lei. Caso voc? n?o seja o citado indiv?duo, deve apagar esta mensagem. ? terminantemente proibida a utiliza??o, acesso, c?pia ou divulga??o n?o autorizada das informa??es presentes nesta mensagem. As informa??es contidas nesta mensagem e em seus anexos s?o de responsabilidade de seu autor, n?o representando ideias, opini?es, pensamentos ou qualquer forma de posicionamento por parte da BRF S/A. Conhe?a o Manual de Transpar?ncia da BRF, nosso C?digo de Conduta, dispon?vel em nosso portal corporativo. Nosso Canal Independente de Transpar?ncia para casos de viola??o do Manual de Transpar?ncia ? 0800 450 0000 D?KKAT: Bu e-posta ve i?indekiler sadece g?nderilen ki?iler i?indir ve bu ki?ilerin i? ama?l? kullan?m? i?indir ve kanunlar taraf?ndan korunmaktad?r. E?er bu ileti?ime hatayla dahil olduysan?z veya ilgili ki?i de?ilseniz, l?tfen derhal siliniz. Bu ileti?imde bulunan bilgilerin yetkilendirilmemi? kullan?m?, eri?imi, kopyalanmas? veya if?as? yasakt?r. Mesaj?n i?eri?inin sorumlulu?u yazana aittir ve Banvit A.?. ve/veya BRF S/A'n?n ideallerini, d???ncelerini, fikirlerini veya herhangi bir beyanat?n? temsil etmez. Kurumsal portal?m?zda b?l?m?nde yer alan BRF ?effafl?k K?lavuzumuzu ve ?? Ahlak? Kurallar?m?z? inceleyebilirsiniz. ?? Ahlak? Kurallar?m?z?n her t?rl? ihlalini 0800 621 0202 veya ihbar kanallar?m?za bildirebilirsiniz. Ki?isel verilerin korunmas?na ili?kin beyan?m?za bu linkten ula?abilirsiniz ATTENTION: This e-mail, including attachments thereto, is intended only for the named recipient and for business use of the recipient, and it is protected by law. If you have received this communication in error or are not the intended recipient, please immediately delete it. It's forbidden the unauthorized use, access, copy or disclose of;Claim 02880438 - Sealing issue;Normal;;Packaging;Bad sealing;No remarks during production / Packaging;500QD00000FK4yDYAT;en;True
1;"Hoi Anja, alhoewel de CMR getekend is zonder opmerkingen, zie ik wel dat er een document is aangemaakt door Colruyt over dit verschil met de laadbon. In goed vertrouwen werd de CN aangevraagd. Met virendelijke groeten, Marlies Marlies De Ketele Technical Sales Officer Agristo nv P +32 56 54 09 63 --------------- Original Message --------------- From: Agristo Claims [claims@agristo.com] Sent: 29/05/2024 14:11 To: anja.daelman@iglo.com Cc: erzsebet.demeter@nomadfoods.com; supplychain.belgium@iglo.com Subject: RE: FW: factuur 90593537 Hoi Anja, ik vraag deze op bij de transporteur. Mvg, Marlies Marlies De Ketele Technical Sales Officer Agristo nv P +32 56 54 09 63 --------------- Original Message --------------- From: Daelman, Anja [anja.daelman@iglo.com] Sent: 29/05/2024 13:46 To: claims@agristo.com Cc: erzsebet.demeter@nomadfoods.com; supplychain.belgium@iglo.com Subject: RE: FW: factuur 90593537 Goedemiddag Marlies, Hebben jullie geen getekende leverbon? Mvg Anja Anja Daelman AR Accountant";FW: factuur 90593537;Normal;Geen nota in CMR wel nota aangemaakt door Colruyt. Door goed vertrouwen werd CN aangemaakt;Logistics;Missing boxes;Other conclusion;500QD00000FJWRwYAP;nl;True
1;"CMPL0047441 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg Beste leverancier, Op 29-05-2024 14:33:02 CEST ontvingen wij onderstaande klacht: Klachtinformatie: CLP-Aankoop Klachtnummer: CMPL0047441 Artikel: 22160 - BONI aardappelkroketten oven 1kg Lotcode: D02 24 082 15:33 Klacht: ""Kroketten zien blauw."" Wij vragen u om op basis van de doorgestuurde gegevens na te gaan welke oorzaken van uw kant mogelijks aan de basis liggen van deze klacht. Gelieve ook de preventieve maatregelen mee te geven die door u worden genomen om deze klacht in de toekomst te vermijden. Indien u meent dat er een risico bestaat voor de algemene (voedsel)veiligheid, vragen we u om meteen over te gaan tot een risicoanalyse en ons de besluiten ervan mee te delen. Op die manier kunnen ook wij direct de nodige maatregelen treffen en de betrokkenen correct informeren. Graag hadden wij een eerste reactie uiterlijk binnen de 48u ontvangen na ontvangst van deze klacht. Met vriendelijke groeten, Camille Muller Quality Officer Service Center Quality Product";CMPL0047441 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg;Immediate;stukjes gekregen - lijkt het meest op handschoenen- tweede deel van onderzoek te vinden in klacht 00032193;Quality;Foreign body;Foreign body - Factory Related;500QD00000FKGHpYAP;nl;True
1;Hello Aleksandrs, Order 60066392 has been created, to return this PAL to Agristo Wielsbeke. Please book a slot in our TMS portal with order 60066392. BR Vanessa​​​​ Ronsse Customer Service Officer UK & Europe T +32 56 54 11 85 <tel:+32%2056%2054%2011%2085> • M +32 479 88 62 92 <tel:+32%20479%2088%2062%2092> Ridder de Ghellinckstraat 9 • 8710 Wielsbeke • Belgium • www.agristo.com <https://eu.content.exclaimer.net?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=443634af22d2ee1185fa0022487f8ae6&excomponentid=E_Xg2xpZEE7COvcAHBDP1EjLNrmijgfYCtnikvl0Y9o&excomponenttype=Link&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1> <https://eu.content.exclaimer.net/?url=https%3A%2F%2Fwww.agristo.com%2F&tenantid=R5mU58TWEe6F-gAiSH-K5g&templateid=443634af22d2ee1185fa0022487f8ae6&excomponentid=0FtwO6H728rcYRqVjUeXx_KJWv-RPvCRW1zd8woKpSo&excomponenttype=Image&signature=iFzMwqF297Gnrm9dssB9y6ZrUX6ui-gbIW3mmKrmZFU0fKOdCY7CBRtJiGe_Spn4dNtCSo7Dz3SqIjt40FOTSKqvA4CSyfr_2rdEcKiywYfk52eQDa3TP0yee1aLPqWhlT2-VWyiSjlwfPeFC2XwjArwx6eH8DXqSxKsPDk9zRTDisnzduRzC5ojXNfUDKcsXK30zIlw0nO2bRD_7benWToceZV3s_7YbFbU3vGih3dwe7J_ewazTQT4GtDl-pg3BF4NpNhrrDUxkkXgyyy9lKCK6ZoEagBoNlU-jxW4a96QCUEXG9ZPC0VjWmDRcOTQgLwZs2UYlVAA1eRt3wY-fw&v=1>;1 rejected pallet Halle - TKHLE240603LUG;Normal;;Logistics;Administrative mistake;No investigation done;500QD00000FKG1ZYAX;en;True
1;"Hi Marlies, As part of Asda’s routine due diligence testing a nutritional analysis has been completed on the Straight Cut Chips and the total fats have come back out of spec. The analysed results on fats have come back lower than the on-pack claims; total fats is 1.9g vs. pack claim of 3.29g, and this difference is greater than the tolerance allowed in legislation – the test certificate is attached for reference. Summary of the results is also below: [cid:image001.png@01DAB1D6.A4C5B8F0] Please can you investigate this OOS result and provide a comprehensive response using the attached SGS OOS follow-up template on what might have caused this variation along with all relevant production docs to support? The date code of the product that was tested is – BB 06/09/2025, G08 24 067 22:33. The last nutrition verification certificate that we hold on file for this product is dated August 2023. Do you have any of your own more recent ‘as consumed’ nutrition analysis for the product that you can send to support the BOP nutrition? Please can you provide your initial response on the above by 3pm on Tuesday 4th June. Let me know if you have any questions. Many thanks, Dan [cid:image085537.png@597E1F50.1B10F456] [Fullers Foods Facebook]<https://www.facebook.com/fullersfoods> [Fullers Foods Instagram]<https://www.instagram.com/fullersfoods/> [Fullers Foods LinkedIn]<https://www.linkedin.com/company/fullers-foods-plc/> Daniel Taylor​​​​ Senior Technical Manager [cid:image431687.png@D8DE5340.365A1F84] +44 7881 338652<tel:+44%207881%20338652> [cid:image467251.png@0F69246B.E5D4B9EB] +44 1134 579945<tel:+44%201134%20579945> [cid:image389958.png@138EF513.7228078F] https://fullersfoods.com<https://fullersfoodsplc.com/> [cid:image321972.png@12B5C5E3.37424CB4] daniel.taylor@fullersfoods.com<mailto:daniel.taylor@fullersfoods.com> MY EMAIL ADDRESS HAS CHANGED TO @fullersfoods.com 31 Westgate, Leeds, LS1 2RA, United Kingdom Note: This email has been sent from a member of Fullers Foods International Limited and is confidential and intended solely for the use of the individual to whom it is addressed. It may contain confidential, proprietary, or legally privileged information. No confidentiality or privilege is waived or lost by any mistransmission. If you receive this message in error, please immediately delete it and all copies of it from your system, destroy any hard copies of it and notify the sender. You must not directly, or indirectly, use, disclose, distribute, print, or copy any part of this message if you are not the intended recipient. Fullers Foods International Limited reserves the right to monitor all e-mail communications through its networks. Any views expressed in this message are those of the individual sender, except where the message states otherwise and the sender is authorised to state them to be the views of any such entity. Fullers Foods International Limited, Leigh House, 28-32 St Paul’s Street, Leeds West Yorkshire, LS1 2JT, England. Registered in England & Wales. Company Registration number: 00967673. VAT Registration number: GB 172 0451 92.";Asda Straight Cut Chips - Nutrition Out of Spec;Low;Andere methode labo;Quality;Nutritional;Other conclusion;500QD00000FKGt0YAH;en;True
1;Hello, We have received a new complaint, please see the below details: Fullers Reference 600532 Customer Reference 40438020 Product Morrisons Straight Cut Chips 1.2kg Date Code - Batch Code - Complaint Category Quality Complaint Detail Chips brown and damaged in places This is sent for information only. Please add this to your complaint system.;40438020 Morrisons Straight Cut Chips 1.2kg 600532;Low;;Quality;Defects;No investigation done;500QD00000FKOSAYA5;en;True
1;Dear Vinicius, We have registered it in our system under ticket number 00028274. You are correct, this complaint should not be possible due to our checkweigher. See below. Batch information: Lotcode : G03233471220 Packaging day : 13/12/2023 Our high-tech packaging lines are automatically controlled to ensure the precise net weight per bag, in accordance with EU standards. As part of the packaging process, each packaging line is equipped with two check weighers. One weigher checks the weight of each individual bag, while the other verifies the weight of each filled carton (trade unit). If a bag or carton is underweight, it is automatically rejected. Additionally, the packaging operators check the proper functioning of the check weigher during each shift. The average weight of the bags is also monitored for compliance, and all data from the packaging line (Garvens) is automatically recorded. We have conducted traceability checks, no remarks were made.We can confirm that the bags have been filled in accordance with EU standards, and any bags that did not meet these standards were removed from the production line. Can you please advise if the box contained 10 full bags and 1 empty one?This is the only explination I would have for this complaint. We apologize for any inconvenience that you may have suffered. If you have any further concerns, please don't hesitate to contact us again.;Claim 02903758 - Empty pack;Normal;;Packaging;Weight;No remarks during production / Packaging;500QD00000FKPmgYAH;en;True
1;Hello, We have received a new complaint, please see the below details: Fullers Reference 600531 Customer Reference 40434583 Product Morrisons Cheddar Cheese Hash Browns 550g Date Code - Batch Code - Complaint Category FB Complaint Detail Looks like something has gone through the machine at the same time as the hash browns. Images requested. This is sent for information only. Please add this to your complaint system.;40434583 Morrisons FB Complaint - Cheddar Cheese Hash Browns 550g 600531;Normal;;Quality;Foreign body;No investigation done;500QD00000FKP1eYAH;en;True
1;Hi Evelien, As I am sure Kathleen has made you aware Morrisons are very concerned about the number of defect complaints they are receiving for their roast potatoes. We had a similar issue last year for the product & the pattern is repeating. The product is the same as for ASDA & Tesco & I know they have had shared production runs, but these customers don’t have the same issue with complaints. Kathleen has made us aware of a project that is underway to improve the optical sorters to improve the rejections for defects on the roast potatoes we have made Morrisons aware that this is happening & have asked for further details of the scope & aim of this project when the person responsible is back from their holiday. Given the work on the optical sorter from what date code can we expect improved product to be seen by the Morrisons customer? Paul Montgomery would like to visit Tilburg as soon as possible given the numbers of complaints when this product is being produced. Please can you advise a suitable date for this visit?;RE: 40313499 Morrisons FB Complaint - Roast Potatoes 800g 600477;Low;laatste aardappelen;Quality;Defects;No investigation done;500QD00000EgiavYAB;en;True
1;Dear Vinicius, Thank you for bringing this matter to our attention. We have promptly registered it in our system under ticket number 00028225. We are sorry to hear that your customer was not satisfied with the quality of this batch. The quality of our products is of utmost importance to us and we are committed to resolving this matter. Batch information: Lotcode : D04233310829 Packaging day : 27/11/2023 I would like to reassure you that during the packing process, we conduct quality checks. Our team tests the seals of the bags on an hourly basis. A box is removed from the packaging line, and all bags are meticulously inspected to ensure that the seals are properly closed. These inspection results are recorded in our Quality documents. In light of the concerns you raised, we have conducted an investigation into the packaging checks for the particular batch. The bag was checked at 8h20. No remarks were made. This is wy we believe this is an isolated issue. We regret any inconvenience this issue may have caused you or your customer. We take this matter seriously and are committed to preventing such incidents in the future. Should you require any further information or assistance, please do not hesitate to contact us.;Claim 02880438 - Sealing issue;Normal;;Packaging;Bad sealing;No remarks during production / Packaging;500QD00000FK4yDYAT;en;True
1;Dear Marlies and team, the claim I mentioned in the previous e-mail Would you please check and revert? The pack was found empty inside, I thought that it couldn’t happen due to the check weighers Anyhow, looking forward to hearing from you Regards Vinicius Gilioli Quality Assurance Dubai | United Arab Emirates www.brf-global.com <https://protect.checkpoint.com/v2/___http://www.brf-global.com/___.YzJlOmFncmlzdG86YzpvOmZlN2I0ZmIzZmFlOGRjMWQ2NDIyOTg5ODcwNzg4ZWRjOjY6OTZkOTpmNzkwMmNiOGQ2YzU5M2U5YTJkYThhMzQyOWM5NmRjMjJiNzZlZWE1YmQ3OTRjZmQ1MGU2NzBkYWJmZDZjYTdlOmg6VA> ________________________________ ATENÇÃO: Esta mensagem, incluindo os seus anexos, contém informações destinadas a indivíduo e propósito específicos, e é protegida por lei. Caso você não seja o citado indivíduo, deve apagar esta mensagem. É terminantemente proibida a utilização, acesso, cópia ou divulgação não autorizada das informações presentes nesta mensagem. As informações contidas nesta mensagem e em seus anexos são de responsabilidade de seu autor, não representando ideias, opiniões, pensamentos ou qualquer forma de posicionamento por parte da BRF S/A. Conheça o Manual de Transparência da BRF, nosso Código de Conduta, disponível em nosso portal corporativo. Nosso Canal Independente de Transparência para casos de violação do Manual de Transparência é 0800 450 0000 DİKKAT: Bu e-posta ve içindekiler sadece gönderilen kişiler içindir ve bu kişilerin iş amaçlı kullanımı içindir ve kanunlar tarafından korunmaktadır. Eğer bu iletişime hatayla dahil olduysanız veya ilgili kişi değilseniz, lütfen derhal siliniz. Bu iletişimde bulunan bilgilerin yetkilendirilmemiş kullanımı, erişimi, kopyalanması veya ifşası yasaktır. Mesajın içeriğinin sorumluluğu yazana aittir ve Banvit A.Ş. ve/veya BRF S/A’nın ideallerini, düşüncelerini, fikirlerini veya herhangi bir beyanatını temsil etmez. Kurumsal portalımızda bölümünde yer alan BRF Şeffaflık Kılavuzumuzu ve İş Ahlakı Kurallarımızı inceleyebilirsiniz. İş Ahlakı Kurallarımızın her türlü ihlalini 0800 621 0202 veya ihbar kanallarımıza bildirebilirsiniz. Kişisel verilerin korunmasına ilişkin beyanımıza bu linkten ulaşabilirsiniz ATTENTION: This e-mail, including attachments thereto, is intended only for the named recipient and for business use of the recipient, and it is protected by law. If you have received this communication in error or are not the intended recipient, please immediately delete it. It’s forbidden the unauthorized use, access, copy or disclose of the information contained in this communication. The content of this message is responsibility of the author and does not represent ideas, opinions, thoughts or any kind of statement of BRF S/A. Get to know the BRF Transparency Guide, our Code of Conduct, available at our corporate portal. Our Whistleblower Channel in case of violation from our Code of Conduct is 0800 450 0000 ________________________________;Claim 02903758 - Empty pack;Normal;;Packaging;Weight;No remarks during production / Packaging;500QD00000FKPmgYAH;en;True
1;Dear Ana Škurina, Thank you for bringing this matter to our attention. We have promptly registered it in our system under ticket number 00027845. We are sorry to hear that your customer was not satisfied with the quality of this batch. The quality of our products is of utmost importance to us and we are committed to resolving this matter. Batch information: Lotcode : G0523 (BBD 05.10.2025) - G0124 (BBD 03.02.2026) - G0124 (BBD 11.04.2026) BBD: 05.10.2025 - 03.02.2026 - 11.04.2026 I would like to reassure you that during the packing process, we conduct quality checks. Our team tests the seals of the bags on an hourly basis. A box is removed from the packaging line, and all bags are meticulously inspected to ensure that the seals are properly closed. These inspection results are recorded in our Quality documents. In light of the concerns you raised, we have conducted an investigation into the packaging checks for the particular batch and we conclude that this is an isolated case. We regret any inconvenience this issue may have caused you or your customer. We take this matter seriously and are committed to preventing such incidents in the future. Should you require any further information or assistance, please do not hesitate to contact us. You will receive a credit note shortly.;FW: Laboratorijsko izvješće o nesukladnosti - Pommes frites Ledo 1kg, dobavljac Agristo;Normal;;Packaging;Bad sealing;;500QD00000FF3jPYAT;en;True
1;Dear Vinicius, We have registered it in our system under ticket number 00028274. You are correct, this complaint should not be possible due to our checkweigher. See below. Batch information: Lotcode : G03233471220 Packaging day : 13/12/2023 Our high-tech packaging lines are automatically controlled to ensure the precise net weight per bag, in accordance with EU standards. As part of the packaging process, each packaging line is equipped with two check weighers. One weigher checks the weight of each individual bag, while the other verifies the weight of each filled carton (trade unit). If a bag or carton is underweight, it is automatically rejected. Additionally, the packaging operators check the proper functioning of the check weigher during each shift. The average weight of the bags is also monitored for compliance, and all data from the packaging line (Garvens) is automatically recorded. We have conducted traceability checks, no remarks were made.We can confirm that the bags have been filled in accordance with EU standards, and any bags that did not meet these standards were removed from the production line. Can you please advise if the box contained 10 full bags and 1 empty one?This is the only explination I would have for this complaint. We apologize for any inconvenience that you may have suffered. If you have any further concerns, please don't hesitate to contact us again.;Claim 02903758 - Empty pack;Normal;;Packaging;Weight;No remarks during production / Packaging;500QD00000FKPmgYAH;en;True
1;"Bonjour à vous, Merci pour votre retour. Pour faire suite à votre dernier mail, voici ci-joint les informations concernant la 3ème photo qui n’était pas lisible. Pourriez-vous l’attribuer comme les deux autres, afin que l’on puisse clôturer cette réclamation ? En vous remerciant pour votre retour, Cordialement, Mathilde FRIOUX Pour Marine CATHERIN Assistante Qualité Fournisseurs [cid:image003.png@01DAB1F2.883E30B0] [cid:image004.jpg@01DAB1F2.883E30B0] SVELTIC - ZA bout de lande - 35890 Laillé Téléphone : 02 99 42 32 22 De : Agristo Claims <claims@agristo.com<mailto:claims@agristo.com>> Envoyé : vendredi 19 avril 2024 10:00 À : Marine CATHERIN <marine.catherin@mousquetaires.com<mailto:marine.catherin@mousquetaires.com>> Cc : Francois TRANNOY <francois.trannoy@mousquetaires.com<mailto:francois.trannoy@mousquetaires.com>>; Delphine.Heyse@agristo.com<mailto:Delphine.Heyse@agristo.com>; Melanie JEULAND-VALLEE <melanie.jeuland-vallee@mousquetaires.com<mailto:melanie.jeuland-vallee@mousquetaires.com>> Objet : RE: Réclamation AC 361/2024 Bonjour Marine Françoise profite de vacances bien méritées. En attendant, je me ferai un plaisir de vous aider à identifier les éléments. Dans la pièce jointe, vous trouverez un aperçu, sur la base des photos, j'ai pu attribuer 2 unités en vrac. La 3ème photo n'est pas lisible, l'étiquette semble également OK. Si vous avez une meilleure photo de l'étiquette, je peux probablement l'attribuer également. Je pense que la cause semble être pendant le transport. Bien à vous, Wouter [image] Wouter Claerhout Technical Sales Agristo nv P +32 56 54 09 44 --------------- Original Message --------------- From: Marine CATHERIN [marine.catherin@mousquetaires.com] Sent: 18/04/2024 16:44 To: Delphine.Heyse@agristo.com<mailto:Delphine.Heyse@agristo.com>; Francoise.DeVrieze@agristo.com<mailto:Francoise.DeVrieze@agristo.com> Cc: melanie.jeuland-vallee@mousquetaires.com<mailto:melanie.jeuland-vallee@mousquetaires.com>; francois.trannoy@mousquetaires.com<mailto:francois.trannoy@mousquetaires.com> Subject: Réclamation AC 361/2024 Bonjour, Veuillez trouver ci-joint une fiche de réclamation fournisseur ainsi que les photos correspondantes. Nous attendons votre réponse sous 5 jours : * Origine du problème * Actions correctives Merci de reprendre le N° de fiche de réclamation citée en objet pour votre réponse. Merci de nous envoyer les informations de traçabilité manquantes concernant ces 3 box. Cordialement, Mathilde FRIOUX Pour Marine CATHERIN Assistante Qualité Fournisseurs SVELTIC - ZA bout de lande - 35890 Laillé Téléphone : 02 99 42 32 22 ----------------------------- Disclaimer ------------------------------ --- Ce message ainsi que les éventuelles pièces jointes constituent une correspondance privée et confidentielle à l'attention exclusive du destinataire désigné ci-dessus. Si vous n'êtes pas le destinataire du présent message ou une personne susceptible de pouvoir le lui délivrer, il vous est signifié que toute divulgation, distribution ou copie, totale ou partielle, sur un quelconque support de cette transmission est strictement interdite. Si vous avez recu ce message par erreur, nous vous remercions d'en informer l'expéditeur par téléphone ou de lui retourner le présent message, puis d'effacer immédiatement ce message de votre systeme. Tout message électronique est susceptible d'altération. Le ""groupement des Mousquetaires"" décline toute responsabilité au titre de ce message s'il a été altéré, déformé ou falsifié.--- --- This e-mail and any attachments is a confidential correspondence intended only for use of the individual or entity named above. If you are not the intended recipient or the agent responsible for delivering the message to the intended recipient, you are hereby notified that any disclosure, distribution or copying, either whole or partial, in any medium of this communication is strictly prohibited. If you have received this communication by mistake, please notify the sender by phone or by replying this message, and then delete this message from your system. E-mails are susceptible of alteration. The ""Mousquetaires' group"" shall not therefore be liable for the message if altered, changed or falsified.--- ----------------------------------------------------------------------- ----------------------------- Disclaimer ------------------------------ --- Ce message ainsi que les éventuelles pièces jointes constituent une correspondance privée et confidentielle à l'attention exclusive du destinataire désigné ci-dessus. Si vous n'êtes pas le destinataire du présent message ou une personne susceptible de pouvoir le lui délivrer, il vous est signifié que toute divulgation, distribution ou copie, totale ou partielle, sur un quelconque support de cette transmission est strictement interdite. Si vous avez recu ce message par erreur, nous vous remercions d'en informer l'expéditeur par téléphone ou de lui retourner le présent message, puis d'effacer immédiatement ce message de votre systeme. Tout message électronique est susceptible d'altération. Le ""groupement des Mousquetaires"" décline toute responsabilité au titre de ce message s'il a été altéré, déformé ou falsifié.--- --- This e-mail and any attachments is a confidential correspondence intended only for use of the individual or entity named above. If you are not the intended recipient or the agent responsible for delivering the message to the intended recipient, you are hereby notified that any disclosure, distribution or copying, either whole or partial, in any medium of this communication is strictly prohibited. If you have received this communication by mistake, please notify the sender by phone or by replying this message, and then delete this message from your system. E-mails are susceptible of alteration. The ""Mousquetaires' group"" shall not therefore be liable for the message if altered, changed or falsified.--- -----------------------------------------------------------------------";Réclamation AC 361/2024;Normal;scheuren palletlabel volgens inpak niet bij ons, volgens transporteur bij het uitladen;Packaging;Coding pallet;Other conclusion;500QD00000DF3ffYAD;fr;True
1;Hi Clare, I have discussed this with Kathleen. As you know, our production engineer will be back from holiday next week so we will have to wait for more information until then. I have checked on the next production run of the roast potatoes. As I can see it, next run will only be in Week 31 (w/c 29/7/2024) but I have asked confirmation about this. As soon as I have more news, I will come back to you.;RE: 40313499 Morrisons FB Complaint - Roast Potatoes 800g 600477;Low;laatste aardappelen;Quality;Defects;No investigation done;500QD00000EgiavYAB;en;True
1;Ok gaan jullie nu een creditnota maken?;FW: factuur 90593537;Normal;Geen nota in CMR wel nota aangemaakt door Colruyt. Door goed vertrouwen werd CN aangemaakt;Logistics;Missing boxes;Other conclusion;500QD00000FJWRwYAP;en;True
1;Good Day Michiel, See the attached photos, 7 pallets were restacked ($175) + 4 cases were damaged. Thank you, <https://protect.checkpoint.com/v2/___http://www.ardovlm.com/___.YzJlOmFncmlzdG86YzpvOmU2NDMzYTg5ODZhZjhmMzk2OGI1MjIyNTdkZWZlYzRiOjY6NmE2OTo3MmZiNzVjNDM2N2NkYTFiMzQ3Y2U0ZWYxMDZiMjQ5Y2I5YWU1MjQ4ZjE4NjNkNzdkMjY4ZTA3Y2NhZGVkOThiOmg6VA> Julia Melnyk Senior Customer Account Specialist 1675 Blvd.Saint-Regis, Dollard-des-Ormeaux, QC, H9B 3H7 T: (514) 426-4100 Ext. 250;PO 752945 - Restacking charges + damaged cases;Normal;;Logistics;Damaged support (pallet);No investigation done;500QD00000FLC0jYAH;en;True
