Subject;TextBody;Complaint;Complaint_type
Fuera de la Oficina / Out of Office;Hola, Gracias por su mensaje, estoy fuera de la oficina, y regreso el día 16/09. Para temas que necesiten atención antes de dicha fecha, por favor contactar a Felipe Acuña: felipe.acuna@agrifoods.cl Saludos, Sergio Acuña Hello, Thank you for your message, I am out of the office, and will return on 09/16. For matters that need attention before said date, please contact Felipe Acuna: felipe.acuna@agrifoods.cl;False;
Packing list / customs 4800056611;Hello, Please find the packing list for the 2nd container attached. Please let me know, when the truck can be released. Thanks BR, Vanessa Ronsse Customer Service Officer UK & Europe P +32 56 54 11 85 thread::bACaYHx1HEuOt8WtvefCrnQ::;False;
Agristo Booking Request;Hi Girts, Please can I have booking slots for these ones? Customer Reference Delivery Date 2760006 13/09/2024 569744 16/09/2024 2760007 18/09/2024 569745 18/09/2024 Thanks, Abbie Rogers Agristo P +44 7534 412 046 thread::aR6T47rQE7OMWhgwyBhyzHQ::;False;
UK Food Exports™ - Dairy Product Suppliers.;[https://buyers.ukfoodexports.co.uk/img/npd-header-dps-newdairy.jpg] [WGAS Banner] <https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=515&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/coombe-npd.jpg] Coombe Castle Cheese - Wide Range See Products<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=597&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/cool-cargo-eshot.jpg] Cool Cargo Chilled Airfreight Shipping See Products<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=506&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/bradbury-eshot-logo.jpg] Bradburys Butter & Cheese See Products<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=502&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/parfoods-eshot.jpg] Par Foods Dairy See Products<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=599&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/wyke-eshot.jpg] Wyke Farms Cheese See Products<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=601&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/belton-eshot.jpg] Belton Farm Cheese See Products<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=603&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/finecheeseco-eshot.jpg] The Fine Cheese Co. Artisan Cheese See Products<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=605&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/currency-eshot.jpg] Foreign Exchange Maximising Currency Click Here<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=500&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/wensleydale-eshot.jpg] Wensleydale Creamery Cheese See Products<https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=607&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/prima-logo-eshot.jpg] Prima Cheese Food Service See Products <https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=482&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/vat-eshot2.jpg] 2024 VAT Reclaim Deadline 2024 Click Here <https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=442&mailid=1036> [https://buyers.ukfoodexports.co.uk/img/lakeland-eshot.jpg] Lakeland Dairies Butter See Products <https://ukfexmail.co.uk/buyers/index.php?option=com_acymailing&ctrl=url&subid=30236&urlid=609&mailid=1036> ? This electronic message contains information from UK Food Exports(tm), which may be privileged and confidential. This information is intended for use only by the individuals or entity named above. If you are not the intended recipient, be aware that any disclosure, copying, distribution or use of the contents of this information is strictly prohibited. If you have received this message in error, or to unsubscribe, please click here Unsubscribe<https://ukfexmail.co.uk/buyers/index.php?subid=30236&option=com_acymailing&ctrl=user&task=out&mailid=1036&key=KFhXLu9mcNgBbE>. The views expressed in this email are those of the sender only and not those of UK Food Exports(tm). Unless otherwise stated this email is not intended to be contractually binding.;False;
Fuera de la oficina / Out of Office;Hola, Gracias por su mensaje, estoy fuera de la oficina, y regreso el día 16/09. Para temas que necesiten atención antes de dicha fecha, por favor contactar a Paula Acuña: paula.acuna@agrifoods.cl Saludos, Eileen Youlton Hello, Thank you for your message, I am out of the office, and will return on 09/16. For matters that need attention before said date, please contact Paula Acuna: paula.acuna@agrifoods.cl;False;
Dunns Food & Drinks Ltd Purchase Order 236135;Please find attached Dunns Food & Drinks Ltd Purchase Order 236135 Please click on the following link to acknowledge receipt of this order: https://dunns.gotyourorder.co.uk/?OR=532458-NdQtBgCspl-236135 Hi our order for delivery next week. please can you confirm receipt of our order and any shortages before dispatching. regards David To report abuse, email: postmaster@lls.com;False;
Notification of New Purchase Order 3008081;Dear Sir or Madam, Attached please find new purchase order 3008081. If you have any questions, please do not hesitate to contact me by phone or by e-mail.;False;
order 04/2024 en aanpassing betaaltermijn;Dag Alexia, Wij hebben vandaag de betaling uitgevoerd voor order 04/2024. Ik zou lading willen inplannen in jullie systeem maandag 09/09 om 8u. laat je mij weten wanneer ik dit kan ingeven aub? @Maxime, graag hadden we vanaf order 05/2025 gewerkt met 30 dagen betaaltermijn. Kan je dit bevestigen aub? Dank bij voorbaat, Met vriendelijke groeten, Bien à vous, Pierre Baltodano 0474 35 95 36 Belbana NV;False;
122669 - Tilburg loading;Hi, Will there be issued a new HC for this order upon loading? We have received a HC already, but this order has been postponed multiple times due to production shortage, meaning that we now have a HC signed before all goods have been produced. Med venlig hilsen /;False;
Stocktekort 1 de Beste aardappelkroketjes - 12 x 750 g (2505132627);Goedemorgen, Ik heb ze van de order afgehaald en zal rekeninghouden met de genoemde datum waarop het weer beschikbaar is. Met vriendelijke groet, Suzanne Bakker;False;
afhalingen te doen bij Agristo in W37 van maandag tem woensdag;Hallo, in bijlage de afhalingen te doen bij Agristo in Wielsbeke op Maandag 09 september PO 4504419761 - delivery Opgelet : deze PO bevat 2 pagina's Dinsdag 10 september PO 4504419762 - delivery Woensdag 11 september PO 4504420364 - delivery Rest v/d week volgt. Dank alvast. Mvg, Marleen Marleen Van Durmen Demand & Supply Planner [cid:Nomad_Foods_LOGORGB-Resized93high_dff506c2-0e22-47e4-abd7-1a687e84ad2d.jpg] [X] Iglo Belgium NV Techno Centre - Building C | Humaniteitslaan 235 | 1620 Drogenbos | Brussel BTW BE 0884.248.931 | RPR Brussel Phone: +32 23529252<tel:+32%2023529252> Mobile: +32 476952269<tel:+32%20476952269> Fax: +32(0)2 352 92 89 email: Marleen.Van-Durmen@iglo.com<mailto:Marleen.Van-Durmen@iglo.com> Website: www.iglo.be<http://www.iglo.be/> P THINK BEFORE YOU PRINT: Before printing e-mails, think whether it is really necessary. Thanks! LEGAL DISCLAIMER This e-mail may contain confidential or privileged information. If you have received this e-mail in error, you must not disclose to any other person, nor take copies of, the contents of this e-mail and/or any attachment to it. If this email is marked 'personal' Iglo is not liable in any way for its content. E-mails are susceptible to alteration. Iglo shall not be liable for the message if altered, changed or falsified. We try to ensure that our communications are free of viruses but do not accept responsibility for any loss or damage that viruses may cause. You should take your own steps to ensure that communications are free of viruses. Iglo and its employees operate in compliance with the law. Any recommended selling price (RSP) is provided for guidance only. Retailers are free to set their own prices. Iglo Belgium NV, a company registered in Belgium with company registration number 0884.248.931. Registered Office: Techno Centre - Building C, Humaniteitslaan 235, 1620 Drogenbos, Brussels, Belgium;False;
Technical Visit/Training with Agristo;"Dear Maries, I hope this message finds you well. As we discussed earlier, we have been discussing internally and would like to arrange a technical session with Agristo focused on our French Fries products. Our objective is to conduct a comprehensive technical analysis of our products, aligning our knowledge with Agristo's expertise to ensure we are ""speaking the same language"" and fully aligned on technical specifications. Abrar (Sensory Specialist) and I (R&D), from BRF, plan to attend it and for this session, we have availability on the last week of September and/or the first week of October (because Abrar got just a month of visa). Could you please confirm if you and your technical team are available for this visit? As discussed, I added below a proposal agenda, but it is just to have an idea about our expectation, so we can arrange accordingly and together after session and date confirmation. Day 1: Theory and Process Overview * Session Overview: Introduction and objectives of the technical session. * Market Insights: Evolution of French fries in the global market, current trends, and consumer preferences. * Variety of Raw Materials: Types of potatoes used for French fries and their impact on texture, flavor, and cooking quality. * Processes: Cutting methods, sizes, blanching, pre-frying and battered processes. * Cooking Methods: Deep frying, air frying, and oven baking techniques. * Packaging: Materials and process. * Shelf life: Factors affecting shelf life and storage and shelf-life study. * Specifications: Creation and the rationale behind the attributes. * Defects: the most common defects on French fries, the way to avoid it and strategy to work on it. Day 2: Factory Visit and Evaluation * Factory Tour: Observation of equipment and technology used and the real life of the process and check the technical process to release production. * Product Evaluation: Sensory and technical assessment of our French fries SKUs, comparing them to our specifications (deep dive on the methods of evaluation and parameters). Day 3: Continued Evaluation * Detailed Analysis: Continued sensory and technical evaluation of our French Fries SKUs, checking all parameters as per our specifications. * Innovation: Agristo can show us the new products available. * Conclusion: Discuss about the session and feedback. Please, let us know your availability and if there are any adjustments or additional details required. Looking forward to your response.";False;
Bestellung von ALDI Ungarn /  Rendeles ALDI Magyarorszag Elelmiszer Bt. (10743/453125);;False;
New communication from SIM Supplier Portal (Jumbo : Agristo NV) #ID-K4BDrs6b;A new communication has been added to the SIM Supplier Portal. Click on the link to open the communication: https://sim-info.com/sim/communication/details.aspx?id=58529&hk=27CE5AA82E8AA0D62900373A86F6682B42F2E349 Created by: Productspecificaties Sophie Status: Open Subject: Productspecification check 5-9-2024 11:57:47 Productspecificaties Sophie Dear Supplier, You are invited to update the product specifications below. The status of the specifications has been changed to ‘re-check by supplier’. As the product specifications are part of the purchase agreement, they must be entered before delivery to Jumbo Supermarkets takes place. Please fully check the accuracy of the specifications. If changes are necessary, please e-mail the agency to whom Jumbo has outsourced the specification check. The agency in question can be found at the page general in the field “responsible contact person PM”. For changes in the packaging specifications, please send an email to jumbo@volkers.nl. In case the data are still up to date, you can make a comment in the specification that all data are still correct. Then, you can submit the specification by changing the status to “in revision by client”. In order to avoid delays later in the private label process, the deadline for completion of the entire SIM process is 22 working days (in case of more than 5 specifications, then 27 working days). Please note, this is the deadline for total completion of the specification. This term also includes your initial check of the specification, opening the relevant pages of the specification, the specification check of the agencies and any additions to the specification(s) as a result of this check. It is therefore of great importance that you check the accuracy of the specifications as soon as possible and undertake action in case necessary. You will soon be contacted by the agency to which Jumbo has outsourced the specifications control about the start of the SIM process. Each set of specifications comprises two parts, each with a separate status: - Quality specification (tabs: supply chain to tasks) – Jumbo quality assurance department can be contacted at productspecificaties@jumbo.com - Packaging Specification (Printing Specifications tab) – Contact person: Verpakking printing, jumbo@volkers.nl The product specification(s) can be submitted for verification by changing the status of the quality specifications and/or packaging specifications to ‘in revision by client’. You can find the protocols that describe how to enter the specifications on the homepage, in the section 'Your Client’s Reference'.;False;
Nieuwe klant;Hoi Maarten, Wij hebben een nieuwe klant: 2500000002120 UP WITH HOPE GLOBAL SERVICES. 1/3 CREEK ROAD, NNEWI BUILDING. APAPA, APAPA LAGOS Zou jij deze willen toevoegen bij jullie? Alvast bedankt! ​​​​​​ ​;False;
FP049527;Hi Beau, We don’t open Saturdays & no we don’t have enough stock of our own – please deliver tomorrow with 2 pallets short or deliver a minimum of 6 pallets – which ever way round we need some stock tomorrow. Thanks, Steve Bedson​​​​ Follow Us Senior Production Manager [Facebook]<https://www.facebook.com/BrownsFoodGroup> [Twitter]<https://twitter.com/BrownsFoodGroup> Foodpro Manufacturing A trading division of Lairds Foods Limited T: 01942 614025<tel:01942%20614025> E: Steve.Bedson@foodpro.co.uk<mailto:Steve.Bedson@foodpro.co.uk> W: www.foodpro.co.uk<http://www.foodpro.co.uk/> Chapel Lane Wigan Greater Manchester WN3 5DQ [cid:image885185.jpg@476FF15F.D4ABDFD5]<http://www.brownsfoodgroup.com/> [cid:image979498.jpg@80F0DD46.4EDB8F8C]<http://www.foodpro.co.uk/> This email including any attachments may be confidential and is intended solely for the use of the individual to whom it is addressed. Any views or opinions expressed are those of the author and do not necessarily represent those of Browns Food Group. If you are not the intended recipient, please inform the sender and delete this message immediately. Although we have taken steps to ensure that this E-Mail and attachments are free from any virus, it is the responsibility of the recipient to ensure that they are actually virus free. From: Agristo Service <service@agristo.com> Sent: 05 September 2024 11:45 To: Steve Bedson <Steve.Bedson@foodpro.co.uk> Subject: FP049527 External Email This email has originated outside of Browns Food Group. DO NOT CLICK links or attachments unless you recognize the senders email address and know the content is safe. If this message appears on any email from someone within the company, please report it to the IT Department. Hi Steve, I hope you are well. Concerning the VG0045 on this order, Due to particulars with it being the first packing run of this bag size we ran two pallets short for this order. Due to the delay caused by this problem Flanders have advised they will need to deliver the stock they have loaded on Saturday morning. Will you have enough stock for your own production or do you need the stock to be sent to you asap? Please let me know what i can do to help. I do really apologise for the inconvenience and can assure you this won't happen again. Many thanks, Beau [Image removed by sender. image] Beau Taylor Customer Service Agristo P +441 244 562 128 thread::RU1gss9SHNyzPMv3EmgBonQ::;False;
second Container;Hello Vanessa, Has the second container been loaded yet? Thank you Jessica Böhl Transportsteuerung Export USA 1 T: +49713294298260<tel:+49713294298260> · E: Jessica.Boehl@lidl.com<mailto:Jessica.Boehl@lidl.com> [cid:image161322.png@3A8BE57E.9049E801] [cid:image397135.png@0A771E51.51FD5F76] [cid:image579130.png@497643A9.08FF3410] Lidl Export International GmbH & Co.KG​​​​ · Stiftsbergstraße 1 · 74167 Neckarsulm Sitz: Neckarsulm · Registergericht Stuttgart HRA 109030 · USt. IdNr.: DE 815 605 484 www.info.lidl;False;
documents ZMOU8851804 ETA: 21.09.2024;Service Agristo nv Ridder de Ghellinckstraat 9 8710 Wielsbeke Belgium thread::0BhKazGSF62mtbPvNf8W7HQ::;False;
Gestisci la Tua Azienda con TimelyWeb;Lo strumento ideale per gestire efficientemente le Tue Risorse͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ [https://47ad2.r.ag.d.sendibm3.com/mk/op/sh/7nVTPddU8lzHnqXg0oDORvcI3KbOyYs/csad-RdZxYQO] Mostra nel browser<https://47ad2.r.ag.d.sendibm3.com/mk/mr/sh/7nVTPdZCTJDXPILRsfaTZimlaShG5KM/KxrGqzZWvUDm> [https://47ad2.img.ag.d.sendibm3.com/im/sh/tclUgH_MXwwN.jpg?u=2BpAyz2gMiWnccbiqySpPaiiCxIacpJDTW]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2nfsTSzBkvtIorJUvP6ND0Ta/8lOrr5jSvA3v> [https://47ad2.img.ag.d.sendibm3.com/im/sh/zo3hz_CwphRM.jpg?u=2BpAyz2gMiWncgNhtz4mY3cmvauvLoshMY]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2nfuMSVh3uSXGtfojZSrzkQ6/gOA1dgafdV29> [https://47ad2.img.ag.d.sendibm3.com/im/sh/6XWImhs7c4_b.jpg?u=2BpAyz2gMiWnceUiNTlnypAkZH6kzK5xQ2]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2nfwFS2CMt1liw28XjpMmUMc/lBlwCg-4pQo2> TimelyWeb è la Suite che consente la gestione efficiente della Tua Azienda e delle Tue Risorse. Permette di gestire le attività e gli interventi svolti, la rendicontazione, l'anagrafica degli impianti, la condivisione del calendario degli appuntamenti e delle scadenze, tutto gestito dal personale dell' Azienda. LE FUNZIONALITÀ [https://47ad2.img.ag.d.sendibm3.com/im/sh/c4_wpMoDWn_B.png?u=2BpAyz2gMiWnciGhQUNl7I4pHuj5iJfRJ4]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2nfy8RYhfrb0AyOSLuBrZEJ8/7cvKkSsKj95d> ­ Calendario Appuntamenti ­ [https://47ad2.img.ag.d.sendibm3.com/im/sh/CTEe0sz76XuD.png?u=2BpAyz2gMiWnck9gwzgjgWWreEXG4oSBFa]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2ng01R5CyqAEd0kmA4YMLyFe/jm5G7IzFCR0Q> ­ Anagrafica Clienti ­ [https://47ad2.img.ag.d.sendibm3.com/im/sh/c4_wpMoDWn_B.png?u=2BpAyz2gMiWnciGhQUNl7I4pHuj5iJfRJ4]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2ng1uQbiHojT5375yEur8iCA/uj76RwfS7wJy> ­ Registrazione Attività ­ [https://47ad2.img.ag.d.sendibm3.com/im/sh/OVzyI1da_f13.png?u=2BpAyz2gMiWncm2gTUziFkyu0YLQRJEvC6]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2ng3nQ8DanIhX5TPmPHLvS8g/268AuCp5iHSO> ­ Gestione Impianti ­ [https://47ad2.img.ag.d.sendibm3.com/im/sh/OOJL0zWqyN38.png?u=2BpAyz2gMiWncnvg00IgozQwMs9ano1f8c]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2ng5gPeitlrvz7pjaZdqiC5C/7nq2rCwESoku> ­ Gestione Interventi ­ [https://47ad2.img.ag.d.sendibm3.com/im/sh/JUcddBVHPJan.png?u=2BpAyz2gMiWncpofWVbfODsyjBxlAIoP58]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2ng7ZPBECkRARAC3Ok0LUw1i/cdQLUju6aRdP> ­ Geolocalizzazione Interventi ­ [https://47ad2.img.ag.d.sendibm3.com/im/sh/LqFqzI9pRavC.png?u=2BpAyz2gMiWncrhf30udxSL15VlvWnb91e]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/7nVU1aA2ng9SOhjVj0OtCYNCuMqHfyE/_DsDOKXIkrpc> ­ Scadenziario Aziendale ­ [https://47ad2.img.ag.d.sendibm3.com/im/sh/0kzDDCe7-OOD.png?u=2BpAyz2gMiWnctaeZWDcWgn3Rpa5tINsyA]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/WCPzyXJTZ6vLwtrsAQ20cRKi3pzorot0/3ZMywQDqIZCJ> ­ Analisi Statistiche ­ TimelyWeb per una Gestione completa delle Tue Commesse. Lo strumento ideale per la rendicontazione di Attività ed Interventi. Scopri TimelyWeb<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/WCPzyXJTZ7390w58WVVgOBUVCcsw7WV8/w86DhhIeQlha> [https://47ad2.img.ag.d.sendibm3.com/im/sh/caIkq5h6q4tI.jpg?u=92pJLo34vnrQtTq2PwzPfLvEqJrnPzqVUcU]<https://47ad2.r.ag.d.sendibm3.com/mk/cl/f/sh/WCPzyXJTZ7Aw4yIOsazM9veILPm3NE7G/yZKe7w13H7jw> Contatta il nostro Team di esperti per una demo gratuita!;False;
second Container;Hello Jessica, Yes. I already sent you the packing list via mail. Please find the packing list here as well. BR, Vanessa Ronsse Customer Service Officer UK & Europe P +32 56 54 11 85 --------------- Original Message ---------------;False;
Agristo Booking Request;Hi Abbie, Please see booking details below. Many thanks, Girts Petersons Inventory Control GXO Unit 3 Claudius Way Victoria Business Park Wellingborough Northants NN8 2DU GB T: 01933 235 583 M: 07817 058573 From: Agristo Service <service@agristo.com> Sent: 05 September 2024 11:16 To: Girts Petersons <Girts.Petersons@gxo.com> Cc: Ryan Kyle <ryan.kyle@gxo.com> Subject: Agristo Booking Request Hi Girts, Please can I have booking slots for these ones? Customer Reference Delivery Date 2760006 13/09/2024 569744 16/09/2024 2760007 18/09/2024 569745 18/09/2024 Thanks, Abbie Rogers Agristo P +44 7534 412 046 thread: : aR6T47rQE7OMWhgwyBhyzHQ: : Hi Girts, Please can I have booking slots for these ones? Customer Reference Delivery Date 2760006 13/09/2024 569744 16/09/2024 2760007 18/09/2024 569745 18/09/2024 Thanks, [Image removed by sender. image] Abbie Rogers Agristo P +44 7534 412 046 thread::aR6T47rQE7OMWhgwyBhyzHQ::;False;
New communication from SIM Supplier Portal (Jumbo : Agristo NV) #ID-K4BDrs6b;A new communication has been added to the SIM Supplier Portal. Click on the link to open the communication: https://sim-info.com/sim/communication/details.aspx?id=58529&hk=27CE5AA82E8AA0D62900373A86F6682B42F2E349 Created by: Productspecificaties Sophie Status: Open Subject: Productspecification check 5-9-2024 11:57:47 Productspecificaties Sophie Dear Supplier, You are invited to update the product specifications below. The status of the specifications has been changed to ‘re-check by supplier’. As the product specifications are part of the purchase agreement, they must be entered before delivery to Jumbo Supermarkets takes place. Please fully check the accuracy of the specifications. If changes are necessary, please e-mail the agency to whom Jumbo has outsourced the specification check. The agency in question can be found at the page general in the field “responsible contact person PM”. For changes in the packaging specifications, please send an email to jumbo@volkers.nl. In case the data are still up to date, you can make a comment in the specification that all data are still correct. Then, you can submit the specification by changing the status to “in revision by client”. In order to avoid delays later in the private label process, the deadline for completion of the entire SIM process is 22 working days (in case of more than 5 specifications, then 27 working days). Please note, this is the deadline for total completion of the specification. This term also includes your initial check of the specification, opening the relevant pages of the specification, the specification check of the agencies and any additions to the specification(s) as a result of this check. It is therefore of great importance that you check the accuracy of the specifications as soon as possible and undertake action in case necessary. You will soon be contacted by the agency to which Jumbo has outsourced the specifications control about the start of the SIM process. Each set of specifications comprises two parts, each with a separate status: - Quality specification (tabs: supply chain to tasks) – Jumbo quality assurance department can be contacted at productspecificaties@jumbo.com - Packaging Specification (Printing Specifications tab) – Contact person: Verpakking printing, jumbo@volkers.nl The product specification(s) can be submitted for verification by changing the status of the quality specifications and/or packaging specifications to ‘in revision by client’. You can find the protocols that describe how to enter the specifications on the homepage, in the section 'Your Client’s Reference'.;False;
METRO _ Commande non livrée   73511025 n°   AGRISTO PLC pour Miramas;Bonjour Lydia, Je vous ai informé hier concernant une date de livraison ultérieure. Le transporteur livrera demain matin 6/9 a 4:00. Cordialement. Evelien Mattheeuws Customer Service Officer UK & Europe P +32 56 54 10 68 --------------- Original Message --------------- From: Ould Youcef, Lydia [lydia.ouldyoucef@metro.fr] Sent: 5/09/2024 10:25 To: service@agristo.com Cc: mfrm-dir__supplychain-approsurgele@metro.fr Subject: METRO _ Commande non livrée 73511025 n° AGRISTO PLC pour Miramas Bonjour, Votre transporteur n'a pas livré la commande citée ci-dessous. Nous vous demandons de nous communiquer la raison de cette non-livraison, et de nous indiquer la date de relivraison. Rendez-vous à prendre au plus vite avec le site. Pour rappel les réceptions des sites surgelé se font de nuit de 22h à 5h. Les livraisons sont à effectuer dans la nuit précédant la date de livraison ci-dessous Date de livraison attendue : 06/09/2024 Commande n°: 73511025 Lieu de livraison attendu : Miramas Fournisseur: 14636 _ AGRISTO PLC Le service approvisionnement Merci de répondre en laissant en copie l'adresse générique mfrm-dir__supplychain-approsurgele@metro.fr AVIS : Ce courrier et ses pièces jointes sont destinés à leur seul destinataire. Si vous le recevez par erreur, merci d'en prévenir l'expéditeur et de procéder à la destruction de l'ensemble des éléments reçus, dont vous ne devez faire aucun usage. thread::eEkP6J6FHoGj9m_QWpbL3XQ::;False;
Packing list / customs 4800056611;Hello, the truck can leave. Thank you. Janine Kemmer Gruppenleiter Nachschub‑ & Auslieferplanung LExI T: +49713294290143<tel:+49713294290143> ·;False;
Rapprochement des sociétés SOFROST et JEM EXPORT;Bonjour, Suite au rapprochement des Sociétés Jem Export et Sofrost, nous souhaiterions vous demander de procéder à l'ouverture du compte de la société JEM EXPORT, en vos livres dès maintenant. Pourriez-vous nous indiquer par retour de mail, les documents dont vous avez besoin pour pouvoir y procéder. Vous trouverez en annexe de ce courrier, toutes les informations sur la société JEM EXPORT. Vous en souhaitant bonne réception, Sincères salutations, [cid:image001.jpg@01DAFF7B.DB17EED0];False;
Rimus trading new booking;"Dear operations team, Please find booking below. Belgium & Netherlands 3 Pallets Frozen Fries To be collected on the 11.09.2024 Supplier contact : Agristo Salesforce service service@agristo.com<mailto:service@agristo.com>; Felien.VanHaudenhuyze@agristo.com<mailto:Felien.VanHaudenhuyze@agristo.com>; Abbie Rogers <Abbie.Rogers@agristo.com<mailto:Abbie.Rogers@agristo.com>>; Loading Address: ( Please find email attached for more information) PO 3008075 is to be loaded in Agristo Nazareth - Venecoweg 12 - 9810 Nazareth, Belgium PO 3008076 is to be loaded in Agristo Tilburg - Heieinde 1 - 5047 SC Tilburg, The Netherlands Thanks Tislijiet/Cordiali Saluti/";False;
Avis de paiement du 09.09.2024;;False;
